speed_efficiency,hour,is_peak,weather_impact,location_risk,network_score,network_quality
0.2911865732942955,15,0,2,1,2,2
0.42993909049162726,19,1,0,1,3,2
0.42993909049162726,7,0,1,1,3,1
0.2911865732942955,20,1,1,1,2,0
0.2911865732942955,12,0,2,2,2,2
0.42993909049162726,11,0,1,1,3,2
0.42993909049162726,8,0,0,1,3,2
0.2911865732942955,0,0,0,3,2,2
0.2911865732942955,0,0,0,2,2,2
0.2911865732942955,1,0,0,1,2,2
0.42993909049162726,22,1,0,2,3,1
0.42993909049162726,22,1,1,3,3,2
0.2911865732942955,19,1,0,2,2,2
0.2911865732942955,1,0,1,1,2,2
0.2911865732942955,19,1,1,3,2,2
0.2911865732942955,9,0,1,3,2,2
0.2911865732942955,19,1,0,2,2,1
0.42993909049162726,21,1,1,2,3,2
0.2911865732942955,12,0,0,1,2,2
0.42993909049162726,14,0,0,2,3,1
0.42993909049162726,9,0,0,2,3,2
0.2911865732942955,3,0,0,2,2,2
0.2911865732942955,12,0,0,1,2,2
0.42993909049162726,23,1,0,1,3,1
0.2911865732942955,4,0,1,1,2,2
0.2911865732942955,18,1,1,1,2,2
0.2911865732942955,8,0,1,2,2,2
0.2911865732942955,23,1,0,1,2,1
0.42993909049162726,16,0,1,3,3,2
0.2911865732942955,7,0,0,1,2,2
0.2911865732942955,22,1,0,3,2,2
0.2911865732942955,3,0,1,2,2,2
0.2911865732942955,0,0,0,2,2,2
0.2911865732942955,19,1,0,3,2,2
0.2911865732942955,1,0,1,1,2,2
0.42993909049162726,23,1,0,2,3,1
0.42993909049162726,15,0,0,1,3,2
0.2911865732942955,17,0,0,2,2,2
0.2911865732942955,23,1,2,1,2,2
0.14514909397774697,4,0,1,1,1,2
0.2911865732942955,19,1,1,1,2,1
0.2911865732942955,17,0,0,1,2,2
0.2911865732942955,11,0,0,1,2,1
0.14514909397774697,5,0,0,2,1,2
0.2911865732942955,8,0,0,2,2,0
0.14514909397774697,23,1,0,1,1,2
0.2911865732942955,20,1,0,1,2,0
0.14514909397774697,12,0,0,1,1,2
0.14514909397774697,3,0,0,3,1,2
0.2911865732942955,9,0,2,2,2,0
0.42993909049162726,7,0,0,2,3,2
0.2911865732942955,18,1,1,2,2,2
0.2911865732942955,16,0,1,1,2,2
0.2911865732942955,18,1,0,3,2,2
0.2911865732942955,20,1,0,3,2,1
0.2911865732942955,21,1,0,1,2,1
0.2911865732942955,12,0,2,1,2,0
0.14514909397774697,8,0,1,1,1,2
0.42993909049162726,16,0,1,2,3,2
0.2911865732942955,6,0,1,3,2,1
0.2911865732942955,14,0,2,1,2,2
0.2911865732942955,20,1,0,2,2,2
0.2911865732942955,17,0,0,2,2,2
0.42993909049162726,9,0,1,1,3,2
0.42993909049162726,3,0,0,3,3,2
0.2911865732942955,5,0,0,2,2,2
0.42993909049162726,3,0,1,3,3,2
0.2911865732942955,14,0,0,2,2,2
0.42993909049162726,23,1,0,3,3,2
0.2911865732942955,16,0,1,2,2,2
0.42993909049162726,7,0,0,1,3,2
0.14514909397774697,12,0,1,1,1,2
0.2911865732942955,9,0,0,2,2,1
0.2911865732942955,17,0,0,3,2,2
0.2911865732942955,1,0,0,1,2,2
0.42993909049162726,4,0,2,3,3,0
0.2911865732942955,17,0,0,1,2,1
0.42993909049162726,6,0,0,2,3,2
0.2911865732942955,19,1,2,1,2,0
0.14514909397774697,10,0,2,2,1,2
0.2911865732942955,14,0,0,3,2,2
0.2911865732942955,20,1,2,3,2,0
0.2911865732942955,23,1,0,2,2,1
0.42993909049162726,7,0,0,1,3,1
0.2911865732942955,18,1,1,2,2,1
0.42993909049162726,3,0,0,1,3,2
0.2911865732942955,12,0,0,3,2,0
0.2911865732942955,15,0,0,3,2,0
0.2911865732942955,17,0,0,1,2,1
0.2911865732942955,8,0,0,1,2,2
0.14514909397774697,12,0,1,1,1,2
0.14514909397774697,1,0,1,1,1,2
0.2911865732942955,16,0,2,1,2,0
0.42993909049162726,1,0,1,1,3,2
0.42993909049162726,3,0,1,2,3,2
0.2911865732942955,8,0,0,1,2,2
0.42993909049162726,21,1,1,2,3,1
0.2911865732942955,10,0,1,2,2,2
0.42993909049162726,0,0,0,1,3,1
0.2911865732942955,6,0,0,2,2,2
0.14514909397774697,0,0,1,1,1,2
0.42993909049162726,10,0,0,2,3,2
0.14514909397774697,8,0,0,3,1,1
0.2911865732942955,12,0,0,1,2,2
0.42993909049162726,23,1,1,2,3,2
0.2911865732942955,20,1,0,3,2,1
0.2911865732942955,22,1,0,1,2,2
0.2911865732942955,22,1,1,2,2,2
0.2911865732942955,0,0,0,1,2,2
0.42993909049162726,3,0,0,3,3,2
0.42993909049162726,0,0,2,2,3,2
0.2911865732942955,11,0,1,2,2,2
0.14514909397774697,5,0,2,2,1,0
0.2911865732942955,4,0,0,1,2,2
0.2911865732942955,22,1,0,1,2,0
0.14514909397774697,0,0,0,2,1,2
0.2911865732942955,19,1,0,1,2,1
0.2911865732942955,4,0,0,1,2,2
0.14514909397774697,19,1,0,3,1,1
0.2911865732942955,23,1,0,3,2,0
0.2911865732942955,0,0,0,2,2,2
0.42993909049162726,3,0,0,1,3,2
0.42993909049162726,16,0,0,3,3,2
0.42993909049162726,9,0,0,2,3,0
0.2911865732942955,9,0,2,1,2,2
0.2911865732942955,18,1,0,2,2,2
0.14514909397774697,5,0,0,3,1,2
0.14514909397774697,15,0,0,1,1,1
0.42993909049162726,3,0,0,3,3,2
0.2911865732942955,3,0,0,2,2,2
0.2911865732942955,18,1,0,1,2,2
0.2911865732942955,14,0,1,1,2,2
0.42993909049162726,10,0,0,1,3,2
0.14514909397774697,6,0,0,2,1,2
0.42993909049162726,23,1,0,1,3,1
0.2911865732942955,17,0,0,1,2,2
0.2911865732942955,8,0,0,3,2,2
0.42993909049162726,11,0,0,2,3,2
0.2911865732942955,0,0,1,1,2,2
0.2911865732942955,1,0,0,1,2,2
0.42993909049162726,20,1,0,3,3,1
0.14514909397774697,13,0,1,1,1,1
0.42993909049162726,10,0,1,1,3,2
0.2911865732942955,2,0,0,3,2,2
0.2911865732942955,20,1,0,1,2,0
0.2911865732942955,0,0,2,1,2,0
0.14514909397774697,10,0,0,1,1,2
0.42993909049162726,12,0,0,2,3,2
0.42993909049162726,7,0,0,1,3,2
0.2911865732942955,3,0,0,1,2,2
0.2911865732942955,1,0,0,1,2,2
0.2911865732942955,7,0,0,2,2,2
0.2911865732942955,21,1,0,2,2,1
0.2911865732942955,11,0,0,1,2,2
0.14514909397774697,10,0,1,1,1,2
0.2911865732942955,2,0,0,2,2,2
0.2911865732942955,0,0,1,2,2,2
0.14514909397774697,9,0,1,1,1,2
0.2911865732942955,6,0,0,1,2,2
0.2911865732942955,6,0,0,1,2,2
0.2911865732942955,9,0,1,1,2,2
0.2911865732942955,10,0,0,2,2,2
0.2911865732942955,11,0,0,1,2,2
0.14514909397774697,16,0,0,1,1,1
0.14514909397774697,9,0,0,1,1,2
0.42993909049162726,1,0,0,1,3,2
0.2911865732942955,7,0,1,2,2,2
0.42993909049162726,9,0,0,2,3,2
0.2911865732942955,14,0,0,2,2,2
0.14514909397774697,8,0,1,2,1,2
0.2911865732942955,12,0,0,2,2,2
0.2911865732942955,20,1,0,2,2,2
0.2911865732942955,23,1,1,1,2,1
0.2911865732942955,19,1,1,2,2,1
0.2911865732942955,4,0,0,1,2,2
0.2911865732942955,5,0,0,2,2,2
0.42993909049162726,5,0,1,2,3,2
0.42993909049162726,17,0,0,1,3,0
0.42993909049162726,3,0,2,1,3,2
0.14514909397774697,21,1,2,2,1,0
0.2911865732942955,3,0,1,1,2,2
0.2911865732942955,13,0,1,2,2,1
0.2911865732942955,3,0,0,1,2,2
0.2911865732942955,15,0,0,3,2,2
0.2911865732942955,1,0,1,2,2,2
0.2911865732942955,14,0,0,2,2,2
0.2911865732942955,6,0,1,1,2,2
0.14514909397774697,2,0,1,3,1,1
0.42993909049162726,16,0,0,1,3,0
0.2911865732942955,16,0,0,2,2,2
0.42993909049162726,1,0,0,2,3,2
0.2911865732942955,1,0,0,1,2,0
0.2911865732942955,12,0,0,3,2,2
0.2911865732942955,14,0,0,3,2,2
0.2911865732942955,1,0,2,2,2,2
0.14514909397774697,16,0,0,2,1,2
0.2911865732942955,6,0,2,1,2,2
0.14514909397774697,4,0,2,1,1,2
0.2911865732942955,13,0,0,1,2,1
0.42993909049162726,18,1,1,1,3,2
0.42993909049162726,22,1,1,1,3,2
0.14514909397774697,17,0,1,2,1,0
0.2911865732942955,6,0,0,2,2,2
0.2911865732942955,14,0,0,2,2,2
0.2911865732942955,23,1,0,1,2,1
0.2911865732942955,12,0,0,3,2,0
0.42993909049162726,4,0,0,3,3,1
0.2911865732942955,13,0,0,1,2,2
0.2911865732942955,5,0,0,1,2,2
0.2911865732942955,10,0,0,2,2,2
0.2911865732942955,8,0,2,1,2,2
0.42993909049162726,13,0,0,2,3,2
0.42993909049162726,19,1,0,2,3,1
0.2911865732942955,18,1,1,3,2,0
0.2911865732942955,14,0,0,1,2,2
0.14514909397774697,1,0,0,2,1,2
0.2911865732942955,17,0,0,1,2,2
0.14514909397774697,4,0,0,2,1,2
0.2911865732942955,21,1,0,1,2,2
0.2911865732942955,7,0,1,2,2,2
0.14514909397774697,7,0,0,1,1,2
0.14514909397774697,23,1,1,3,1,0
0.14514909397774697,10,0,1,2,1,2
0.42993909049162726,23,1,0,1,3,2
0.2911865732942955,7,0,2,2,2,1
0.42993909049162726,14,0,2,1,3,2
0.2911865732942955,14,0,0,2,2,2
0.2911865732942955,19,1,2,1,2,0
0.2911865732942955,7,0,0,1,2,2
0.2911865732942955,11,0,0,2,2,2
0.42993909049162726,0,0,1,1,3,2
0.2911865732942955,8,0,0,1,2,2
0.14514909397774697,22,1,0,3,1,1
0.2911865732942955,22,1,1,1,2,0
0.14514909397774697,16,0,0,1,1,2
0.14514909397774697,18,1,1,3,1,1
0.14514909397774697,7,0,2,1,1,2
0.2911865732942955,9,0,0,3,2,0
0.2911865732942955,21,1,1,3,2,0
0.14514909397774697,21,1,0,2,1,1
0.14514909397774697,7,0,1,1,1,2
0.2911865732942955,23,1,1,3,2,2
0.2911865732942955,6,0,2,1,2,2
0.2911865732942955,12,0,0,1,2,2
0.2911865732942955,20,1,2,2,2,0
0.2911865732942955,11,0,1,1,2,2
0.42993909049162726,23,1,2,3,3,1
0.2911865732942955,17,0,0,2,2,2
0.2911865732942955,4,0,0,1,2,2
0.2911865732942955,7,0,0,3,2,2
0.2911865732942955,8,0,2,2,2,2
0.2911865732942955,19,1,0,2,2,2
0.42993909049162726,19,1,0,2,3,1
0.42993909049162726,14,0,0,3,3,2
0.2911865732942955,22,1,1,3,2,2
0.14514909397774697,21,1,1,1,1,1
0.14514909397774697,9,0,1,3,1,2
0.42993909049162726,23,1,1,2,3,0
0.2911865732942955,14,0,0,3,2,2
0.2911865732942955,10,0,1,1,2,2
0.2911865732942955,17,0,1,1,2,2
0.2911865732942955,21,1,0,2,2,2
0.2911865732942955,7,0,1,2,2,2
0.14514909397774697,9,0,1,2,1,1
0.2911865732942955,14,0,0,2,2,2
0.2911865732942955,21,1,0,2,2,2
0.42993909049162726,12,0,0,3,3,2
0.42993909049162726,0,0,0,1,3,2
0.2911865732942955,19,1,0,1,2,1
0.42993909049162726,15,0,1,1,3,2
0.2911865732942955,22,1,0,3,2,0
0.14514909397774697,0,0,0,1,1,2
0.42993909049162726,12,0,0,2,3,2
0.2911865732942955,5,0,1,2,2,2
0.42993909049162726,18,1,0,1,3,2
0.2911865732942955,2,0,0,2,2,2
0.42993909049162726,0,0,0,2,3,2
0.14514909397774697,3,0,0,1,1,2
0.2911865732942955,4,0,0,1,2,1
0.2911865732942955,5,0,0,2,2,2
0.2911865732942955,14,0,0,2,2,2
0.2911865732942955,16,0,1,1,2,2
0.2911865732942955,20,1,1,1,2,1
0.2911865732942955,18,1,0,2,2,0
0.2911865732942955,12,0,0,1,2,2
0.14514909397774697,23,1,1,2,1,2
0.2911865732942955,15,0,0,3,2,1
0.2911865732942955,11,0,0,3,2,0
0.42993909049162726,1,0,1,2,3,2
0.2911865732942955,1,0,1,1,2,1
0.14514909397774697,9,0,0,1,1,2
0.2911865732942955,3,0,1,2,2,2
0.42993909049162726,7,0,1,2,3,1
0.2911865732942955,13,0,0,1,2,2
0.2911865732942955,10,0,0,3,2,1
0.2911865732942955,21,1,1,1,2,1
0.14514909397774697,21,1,1,1,1,2
0.2911865732942955,5,0,0,1,2,2
0.2911865732942955,15,0,1,1,2,2
0.42993909049162726,18,1,0,2,3,1
0.42993909049162726,2,0,2,2,3,2
0.2911865732942955,20,1,2,2,2,0
0.42993909049162726,1,0,0,3,3,2
0.42993909049162726,17,0,1,1,3,2
0.14514909397774697,17,0,1,1,1,2
0.42993909049162726,15,0,1,2,3,2
0.14514909397774697,4,0,0,3,1,2
0.42993909049162726,14,0,1,3,3,0
0.2911865732942955,3,0,0,3,2,2
0.2911865732942955,5,0,0,3,2,2
0.42993909049162726,7,0,0,1,3,2
0.14514909397774697,18,1,0,1,1,0
0.2911865732942955,11,0,0,3,2,2
0.42993909049162726,7,0,0,2,3,2
0.2911865732942955,22,1,0,1,2,1
0.2911865732942955,11,0,0,3,2,0
0.14514909397774697,6,0,1,1,1,2
0.42993909049162726,16,0,0,3,3,2
0.14514909397774697,15,0,1,1,1,1
0.2911865732942955,23,1,0,1,2,2
0.2911865732942955,19,1,2,1,2,2
0.2911865732942955,17,0,1,1,2,0
0.2911865732942955,12,0,0,3,2,2
0.2911865732942955,22,1,2,1,2,1
0.2911865732942955,5,0,2,2,2,2
0.2911865732942955,18,1,0,1,2,2
0.2911865732942955,11,0,1,1,2,2
0.2911865732942955,7,0,0,3,2,2
0.42993909049162726,0,0,0,2,3,2
0.42993909049162726,23,1,0,1,3,1
0.14514909397774697,5,0,0,1,1,2
0.2911865732942955,12,0,0,1,2,2
0.2911865732942955,3,0,0,1,2,2
0.2911865732942955,3,0,0,1,2,2
0.2911865732942955,5,0,1,1,2,2
0.2911865732942955,7,0,0,1,2,0
0.2911865732942955,3,0,1,2,2,2
0.42993909049162726,16,0,2,2,3,2
0.2911865732942955,11,0,0,2,2,2
0.2911865732942955,18,1,0,1,2,1
0.2911865732942955,20,1,1,2,2,2
0.2911865732942955,22,1,0,2,2,0
0.2911865732942955,23,1,0,3,2,1
0.14514909397774697,3,0,0,1,1,2
0.14514909397774697,11,0,1,1,1,2
0.14514909397774697,18,1,1,3,1,0
0.42993909049162726,21,1,2,1,3,1
0.2911865732942955,17,0,0,1,2,2
0.2911865732942955,7,0,1,1,2,2
0.2911865732942955,21,1,1,1,2,1
0.14514909397774697,16,0,0,2,1,2
0.2911865732942955,18,1,0,3,2,2
0.2911865732942955,4,0,1,1,2,1
0.2911865732942955,23,1,0,2,2,1
0.2911865732942955,7,0,1,3,2,0
0.2911865732942955,22,1,1,2,2,2
0.42993909049162726,18,1,0,1,3,1
0.2911865732942955,12,0,0,2,2,2
0.2911865732942955,11,0,0,1,2,2
0.14514909397774697,22,1,1,2,1,1
0.2911865732942955,11,0,0,1,2,2
0.2911865732942955,2,0,0,2,2,2
0.2911865732942955,16,0,0,1,2,2
0.2911865732942955,4,0,0,1,2,2
0.14514909397774697,7,0,0,1,1,2
0.2911865732942955,0,0,0,2,2,2
0.2911865732942955,3,0,1,3,2,2
0.2911865732942955,5,0,1,1,2,0
0.2911865732942955,7,0,0,1,2,2
0.14514909397774697,16,0,1,1,1,2
0.2911865732942955,4,0,0,1,2,2
0.2911865732942955,22,1,0,3,2,2
0.2911865732942955,13,0,0,1,2,2
0.14514909397774697,3,0,1,2,1,2
0.14514909397774697,3,0,1,2,1,2
0.2911865732942955,8,0,0,3,2,2
0.2911865732942955,1,0,2,1,2,2
0.2911865732942955,0,0,0,3,2,2
0.14514909397774697,5,0,0,3,1,0
0.42993909049162726,3,0,0,1,3,2
0.2911865732942955,9,0,0,1,2,2
0.14514909397774697,4,0,1,1,1,2
0.2911865732942955,7,0,2,3,2,0
0.2911865732942955,16,0,0,3,2,2
0.42993909049162726,18,1,0,1,3,2
0.2911865732942955,6,0,0,3,2,0
0.2911865732942955,17,0,2,1,2,2
0.2911865732942955,8,0,0,2,2,2
0.2911865732942955,0,0,0,1,2,2
0.42993909049162726,16,0,0,3,3,0
0.14514909397774697,9,0,0,1,1,2
0.42993909049162726,10,0,0,1,3,2
0.14514909397774697,21,1,2,2,1,2
0.14514909397774697,12,0,2,1,1,2
0.2911865732942955,7,0,0,1,2,2
0.14514909397774697,7,0,0,3,1,2
0.2911865732942955,16,0,2,1,2,2
0.42993909049162726,3,0,1,2,3,2
0.14514909397774697,3,0,0,1,1,2
0.2911865732942955,21,1,0,2,2,0
0.42993909049162726,14,0,0,3,3,2
0.42993909049162726,3,0,0,1,3,2
0.2911865732942955,20,1,0,2,2,2
0.2911865732942955,11,0,1,2,2,2
0.2911865732942955,10,0,0,2,2,0
0.14514909397774697,12,0,0,3,1,2
0.42993909049162726,7,0,0,2,3,1
0.42993909049162726,2,0,0,1,3,2
0.14514909397774697,16,0,0,1,1,2
0.14514909397774697,4,0,0,1,1,2
0.14514909397774697,5,0,1,2,1,2
0.14514909397774697,18,1,0,3,1,0
0.14514909397774697,11,0,1,3,1,2
0.2911865732942955,17,0,0,2,2,2
0.2911865732942955,19,1,1,2,2,1
0.2911865732942955,17,0,0,2,2,2
0.2911865732942955,2,0,0,1,2,2
0.2911865732942955,20,1,1,1,2,0
0.14514909397774697,2,0,1,1,1,2
0.42993909049162726,5,0,1,1,3,2
0.2911865732942955,20,1,0,3,2,1
0.42993909049162726,21,1,1,1,3,1
0.42993909049162726,16,0,1,1,3,2
0.42993909049162726,0,0,1,1,3,1
0.2911865732942955,7,0,0,1,2,2
0.2911865732942955,23,1,0,2,2,0
0.2911865732942955,5,0,1,2,2,2
0.2911865732942955,18,1,0,1,2,2
0.2911865732942955,9,0,0,2,2,2
0.2911865732942955,11,0,0,2,2,2
0.2911865732942955,11,0,0,1,2,2
0.2911865732942955,2,0,1,3,2,2
0.14514909397774697,21,1,1,1,1,2
0.14514909397774697,17,0,0,1,1,2
0.2911865732942955,7,0,0,2,2,2
0.2911865732942955,8,0,0,3,2,2
0.2911865732942955,18,1,0,1,2,1
0.14514909397774697,10,0,0,3,1,2
0.14514909397774697,4,0,1,3,1,2
0.14514909397774697,12,0,0,1,1,2
0.42993909049162726,7,0,1,3,3,2
0.14514909397774697,21,1,1,1,1,1
0.2911865732942955,5,0,1,1,2,2
0.42993909049162726,8,0,1,3,3,2
0.42993909049162726,23,1,0,2,3,1
0.2911865732942955,20,1,1,2,2,2
0.14514909397774697,22,1,1,1,1,1
0.2911865732942955,23,1,0,1,2,2
0.2911865732942955,21,1,0,1,2,1
0.2911865732942955,14,0,1,2,2,2
0.14514909397774697,20,1,1,2,1,2
0.14514909397774697,22,1,1,2,1,1
0.2911865732942955,6,0,0,3,2,0
0.14514909397774697,6,0,0,2,1,2
0.2911865732942955,0,0,0,1,2,2
0.2911865732942955,0,0,1,1,2,2
0.2911865732942955,18,1,0,1,2,0
0.2911865732942955,13,0,1,3,2,2
0.2911865732942955,12,0,0,2,2,2
0.2911865732942955,6,0,0,1,2,2
0.2911865732942955,17,0,1,1,2,2
0.2911865732942955,11,0,0,3,2,2
0.14514909397774697,9,0,1,3,1,0
0.2911865732942955,19,1,0,1,2,0
0.2911865732942955,18,1,0,3,2,0
0.2911865732942955,1,0,0,1,2,1
0.2911865732942955,18,1,0,2,2,1
0.2911865732942955,1,0,1,2,2,2
0.2911865732942955,7,0,0,2,2,2
0.2911865732942955,17,0,0,2,2,2
0.14514909397774697,8,0,1,2,1,2
0.2911865732942955,20,1,0,3,2,1
0.2911865732942955,23,1,0,2,2,2
0.42993909049162726,15,0,1,1,3,2
0.2911865732942955,17,0,1,3,2,2
0.2911865732942955,2,0,0,3,2,2
0.42993909049162726,12,0,0,3,3,2
0.14514909397774697,22,1,1,1,1,2
0.42993909049162726,3,0,0,3,3,2
0.14514909397774697,6,0,0,1,1,2
0.2911865732942955,22,1,0,2,2,1
0.42993909049162726,9,0,0,1,3,2
0.14514909397774697,17,0,1,1,1,2
0.2911865732942955,4,0,1,2,2,1
0.2911865732942955,11,0,0,2,2,2
0.42993909049162726,0,0,0,3,3,2
0.2911865732942955,6,0,1,2,2,2
0.2911865732942955,3,0,2,1,2,2
